Year: 1922, Tempo: 8, Count: 1
Year: 1993, Tempo: 6, Count: 205
Year: 1993, Tempo: 7, Count: 1646
Year: 1993, Tempo: 8, Count: 1297
Year: 1993, Tempo: 9, Count: 2616
Year: 1993, Tempo: 10, Count: 665
Year: 1993, Tempo: 11, Count: 1985
Year: 1993, Tempo: 12, Count: 761
Year: 1994, Tempo: 1, Count: 34
Year: 1994, Tempo: 2, Count: 24
Year: 1994, Tempo: 3, Count: 17
Year: 1994, Tempo: 4, Count: 151
Year: 1994, Tempo: 5, Count: 94
Year: 1994, Tempo: 6, Count: 244
Year: 1994, Tempo: 7, Count: 1962
Year: 1994, Tempo: 8, Count: 1368
Year: 1994, Tempo: 9, Count: 2851
Year: 1994, Tempo: 10, Count: 794
Year: 1994, Tempo: 11, Count: 2435
Year: 1994, Tempo: 12, Count: 934
Year: 1995, Tempo: 1, Count: 27
Year: 1995, Tempo: 2, Count: 27
Year: 1995, Tempo: 3, Count: 18
Year: 1995, Tempo: 4, Count: 149
Year: 1995, Tempo: 5, Count: 101
Year: 1995, Tempo: 6, Count: 264
Year: 1995, Tempo: 7, Count: 2227
Year: 1995, Tempo: 8, Count: 1438
Year: 1995, Tempo: 9, Count: 3152
Year: 1995, Tempo: 10, Count: 937
Year: 1995, Tempo: 11, Count: 2682
Year: 1995, Tempo: 12, Count: 1081
Year: 1996, Tempo: 1, Count: 27
Year: 1996, Tempo: 2, Count: 27
Year: 1996, Tempo: 3, Count: 33
Year: 1996, Tempo: 4, Count: 193
Year: 1996, Tempo: 5, Count: 98
Year: 1996, Tempo: 6, Count: 305
Year: 1996, Tempo: 7, Count: 2385
Year: 1996, Tempo: 8, Count: 1495
Year: 1996, Tempo: 9, Count: 3225
Year: 1996, Tempo: 10, Count: 988
Year: 1996, Tempo: 11, Count: 2914
Year: 1996, Tempo: 12, Count: 1075
Year: 1997, Tempo: 1, Count: 27
Year: 1997, Tempo: 2, Count: 49
Year: 1997, Tempo: 3, Count: 26
Year: 1997, Tempo: 4, Count: 182
Year: 1997, Tempo: 5, Count: 122
Year: 1997, Tempo: 6, Count: 289
Year: 1997, Tempo: 7, Count: 2557
Year: 1997, Tempo: 8, Count: 1637
Year: 1997, Tempo: 9, Count: 3421
Year: 1997, Tempo: 10, Count: 1015
Year: 1997, Tempo: 11, Count: 3089
Year: 1997, Tempo: 12, Count: 1306
Year: 1998, Tempo: 1, Count: 21
Year: 1998, Tempo: 2, Count: 33
Year: 1998, Tempo: 3, Count: 32
Year: 1998, Tempo: 4, Count: 187
Year: 1998, Tempo: 5, Count: 112
Year: 1998, Tempo: 6, Count: 326
Year: 1998, Tempo: 7, Count: 2618
Year: 1998, Tempo: 8, Count: 1770
Year: 1998, Tempo: 9, Count: 3637
Year: 1998, Tempo: 10, Count: 1075
Year: 1998, Tempo: 11, Count: 3106
Year: 1998, Tempo: 12, Count: 1302
Year: 1999, Tempo: 1, Count: 24
Year: 1999, Tempo: 2, Count: 48
Year: 1999, Tempo: 3, Count: 30
Year: 1999, Tempo: 4, Count: 217
Year: 1999, Tempo: 5, Count: 164
Year: 1999, Tempo: 6, Count: 381
Year: 1999, Tempo: 7, Count: 3119
Year: 1999, Tempo: 8, Count: 2051
Year: 1999, Tempo: 9, Count: 4128
Year: 1999, Tempo: 10, Count: 1226
Year: 1999, Tempo: 11, Count: 3490
Year: 1999, Tempo: 12, Count: 1590
Year: 2000, Tempo: 1, Count: 38
Year: 2000, Tempo: 2, Count: 49
Year: 2000, Tempo: 3, Count: 43
Year: 2000, Tempo: 4, Count: 219
Year: 2000, Tempo: 5, Count: 120
Year: 2000, Tempo: 6, Count: 341
Year: 2000, Tempo: 7, Count: 3257
Year: 2000, Tempo: 8, Count: 2151
Year: 2000, Tempo: 9, Count: 4457
Year: 2000, Tempo: 10, Count: 1366
Year: 2000, Tempo: 11, Count: 3760
Year: 2000, Tempo: 12, Count: 1595
Year: 2001, Tempo: 1, Count: 48
Year: 2001, Tempo: 2, Count: 53
Year: 2001, Tempo: 3, Count: 44
Year: 2001, Tempo: 4, Count: 236
Year: 2001, Tempo: 5, Count: 165
Year: 2001, Tempo: 6, Count: 444
Year: 2001, Tempo: 7, Count: 3747
Year: 2001, Tempo: 8, Count: 2353
Year: 2001, Tempo: 9, Count: 5069
Year: 2001, Tempo: 10, Count: 1560
Year: 2001, Tempo: 11, Count: 4198
Year: 2001, Tempo: 12, Count: 1772
Year: 2002, Tempo: 1, Count: 50
Year: 2002, Tempo: 2, Count: 46
Year: 2002, Tempo: 3, Count: 55
Year: 2002, Tempo: 4, Count: 323
Year: 2002, Tempo: 5, Count: 187
Year: 2002, Tempo: 6, Count: 488
Year: 2002, Tempo: 7, Count: 4033
Year: 2002, Tempo: 8, Count: 2538
Year: 2002, Tempo: 9, Count: 5438
Year: 2002, Tempo: 10, Count: 1598
Year: 2002, Tempo: 11, Count: 4810
Year: 2002, Tempo: 12, Count: 1850
Year: 2003, Tempo: 1, Count: 41
Year: 2003, Tempo: 2, Count: 54
Year: 2003, Tempo: 3, Count: 54
Year: 2003, Tempo: 4, Count: 382
Year: 2003, Tempo: 5, Count: 202
Year: 2003, Tempo: 6, Count: 554
Year: 2003, Tempo: 7, Count: 4693
Year: 2003, Tempo: 8, Count: 3075
Year: 2003, Tempo: 9, Count: 6464
Year: 2003, Tempo: 10, Count: 1989
Year: 2003, Tempo: 11, Count: 5472
Year: 2003, Tempo: 12, Count: 2177
Year: 2004, Tempo: 1, Count: 63
Year: 2004, Tempo: 2, Count: 59
Year: 2004, Tempo: 3, Count: 68
Year: 2004, Tempo: 4, Count: 381
Year: 2004, Tempo: 5, Count: 194
Year: 2004, Tempo: 6, Count: 634
Year: 2004, Tempo: 7, Count: 5031
Year: 2004, Tempo: 8, Count: 3156
Year: 2004, Tempo: 9, Count: 7131
Year: 2004, Tempo: 10, Count: 2092
Year: 2004, Tempo: 11, Count: 5991
Year: 2004, Tempo: 12, Count: 2234
Year: 2005, Tempo: 1, Count: 56
Year: 2005, Tempo: 2, Count: 78
Year: 2005, Tempo: 3, Count: 85
Year: 2005, Tempo: 4, Count: 435
Year: 2005, Tempo: 5, Count: 296
Year: 2005, Tempo: 6, Count: 657
Year: 2005, Tempo: 7, Count: 5833
Year: 2005, Tempo: 8, Count: 3713
Year: 2005, Tempo: 9, Count: 8596
Year: 2005, Tempo: 10, Count: 2444
Year: 2005, Tempo: 11, Count: 7267
Year: 2005, Tempo: 12, Count: 2583
Year: 2006, Tempo: 1, Count: 63
Year: 2006, Tempo: 2, Count: 66
Year: 2006, Tempo: 3, Count: 80
Year: 2006, Tempo: 4, Count: 451
Year: 2006, Tempo: 5, Count: 266
Year: 2006, Tempo: 6, Count: 744
Year: 2006, Tempo: 7, Count: 6376
Year: 2006, Tempo: 8, Count: 3797
Year: 2006, Tempo: 9, Count: 9720
Year: 2006, Tempo: 10, Count: 2580
Year: 2006, Tempo: 11, Count: 7804
Year: 2006, Tempo: 12, Count: 2538
Year: 2007, Tempo: 1, Count: 76
Year: 2007, Tempo: 2, Count: 84
Year: 2007, Tempo: 3, Count: 85
Year: 2007, Tempo: 4, Count: 461
Year: 2007, Tempo: 5, Count: 273
Year: 2007, Tempo: 6, Count: 834
Year: 2007, Tempo: 7, Count: 6547
Year: 2007, Tempo: 8, Count: 3970
Year: 2007, Tempo: 9, Count: 10572
Year: 2007, Tempo: 10, Count: 2676
Year: 2007, Tempo: 11, Count: 8455
Year: 2007, Tempo: 12, Count: 2669
Year: 2008, Tempo: 1, Count: 58
Year: 2008, Tempo: 2, Count: 62
Year: 2008, Tempo: 3, Count: 57
Year: 2008, Tempo: 4, Count: 432
Year: 2008, Tempo: 5, Count: 217
Year: 2008, Tempo: 6, Count: 665
Year: 2008, Tempo: 7, Count: 5700
Year: 2008, Tempo: 8, Count: 3392
Year: 2008, Tempo: 9, Count: 9973
Year: 2008, Tempo: 10, Count: 2475
Year: 2008, Tempo: 11, Count: 7421
Year: 2008, Tempo: 12, Count: 2196
Year: 2009, Tempo: 1, Count: 60
Year: 2009, Tempo: 2, Count: 56
Year: 2009, Tempo: 3, Count: 61
Year: 2009, Tempo: 4, Count: 348
Year: 2009, Tempo: 5, Count: 197
Year: 2009, Tempo: 6, Count: 557
Year: 2009, Tempo: 7, Count: 5116
Year: 2009, Tempo: 8, Count: 3145
Year: 2009, Tempo: 9, Count: 9328
Year: 2009, Tempo: 10, Count: 2055
Year: 2009, Tempo: 11, Count: 6567
Year: 2009, Tempo: 12, Count: 2021
Year: 2010, Tempo: 1, Count: 21
Year: 2010, Tempo: 2, Count: 10
Year: 2010, Tempo: 3, Count: 15
Year: 2010, Tempo: 4, Count: 101
Year: 2010, Tempo: 5, Count: 61
Year: 2010, Tempo: 6, Count: 182
Year: 2010, Tempo: 7, Count: 1620
Year: 2010, Tempo: 8, Count: 871
Year: 2010, Tempo: 9, Count: 2813
Year: 2010, Tempo: 10, Count: 763
Year: 2010, Tempo: 11, Count: 2001
Year: 2010, Tempo: 12, Count: 595
Year: 2011, Tempo: 11, Count: 1
